,ID,aspect,strdist,basarea,basin,curvature,curve_cont,curve_prof,curves,drop,rockdist,flowdir,fos,lith,elev,cohesion,slide,scarpdist,scarps,frictang,slope,slopeleg,woods,specwt
11107,11108,92.62811,0.0,5068000,17,0.8917694,-0.7024384,0.189331,0.04987295,15.0,0,1,0.9075078,15,871.1634,10,1,28.28427,0.0,17,7.060651,340.4392,1,22
11108,11109,102.2757,20.0,5068000,17,0.1224823,-0.08923039,0.03325191,0.1012618,16.66667,0,2,1.504297,15,868.0435,10,1,20.0,0.0,17,8.873412,342.925,1,22
11109,11110,103.4452,20.0,5068000,17,0.3215332,-0.07848924,0.243044,0.1111611,15.0,0,1,1.489518,15,864.9578,10,1,20.0,0.0,17,9.589479,344.6309,1,22
11110,11111,102.5797,20.0,5068000,17,0.9049835,-0.6595658,0.2454177,0.1503322,30.0,0,1,1.560007,15,861.4678,10,1,0.0,1.0,17,11.80445,343.1099,1,22
11111,11112,113.9479,0.0,5068000,17,-2.3741,1.275887,-1.098213,0.114466,1.666667,0,2,1.22078,15,855.36,10,1,0.0,1.0,17,9.11703,341.7602,1,22
11112,11113,133.5964,0.0,5068000,17,0.3534698,-0.5074329,-0.1539631,0.05722017,16.66667,0,2,1.476263,15,855.015,10,1,0.0,1.0,17,7.207618,380.5551,1,22
11113,11114,160.2743,20.0,5068000,17,-1.098267,0.09558304,-1.002684,0.09517531,10.0,0,4,1.640587,15,852.2615,10,1,0.0,1.0,17,8.025702,379.4733,1,22
11114,11115,203.556,0.0,5068000,17,-0.2821503,-0.08319948,-0.3653497,0.1213458,17.5,0,4,1.525742,3,852.9877,10,1,0.0,1.0,17,9.637569,418.4972,1,20
11115,11116,208.2265,20.0,5068000,17,0.773941,-0.4502991,0.3236419,0.09069819,21.66667,0,8,1.440398,3,855.4495,10,1,0.0,1.0,17,8.225601,457.6123,1,20
11116,11117,207.3833,0.0,5068000,17,-0.1542511,-0.05434792,-0.208599,0.07559669,10.0,0,4,1.359667,3,855.7906,10,1,0.0,0.0,17,7.518668,493.3751,1,20
11117,11118,214.9581,0.0,5068000,17,-0.4942627,0.5598374,0.06557474,0.1037695,13.33333,0,8,1.661624,3,857.2101,10,1,0.0,1.0,17,11.31146,528.1812,1,20
11118,11119,213.2594,20.0,5068000,17,-0.3044281,0.414825,0.1103969,0.1782861,22.5,0,4,1.52844,3,859.8105,10,1,0.0,1.0,17,14.91464,546.3891,1,20
11119,11120,196.0285,28.28427,5068000,17,1.447113,-0.4027139,1.044399,0.1663671,30.0,0,4,1.147502,3,863.2218,10,1,20.0,0.0,17,14.77956,557.1474,1,20
11120,11121,181.2171,20.0,5068000,17,-0.1079559,-0.3474617,-0.4554176,0.1858923,32.5,0,4,0.9214729,3,862.5746,10,1,20.0,0.0,17,15.56483,569.21,1,20
11121,11122,174.2805,0.0,5068000,17,1.89769,-1.229519,0.6681704,0.2018287,45.0,0,4,0.732231,3,863.8278,10,1,0.0,1.0,17,17.24039,578.2279,1,20
11122,11123,169.6694,20.0,5068000,17,1.666367,-1.564822,0.1015444,0.2455475,52.5,0,4,0.6273592,3,862.3802,10,1,0.0,1.0,17,19.78493,587.9457,1,20
11123,11124,173.3294,20.0,5068000,17,0.3389893,-0.711058,-0.3720688,0.266553,50.0,0,4,0.5923908,3,860.3078,10,1,20.0,0.0,17,22.46371,597.2568,1,20
11124,11125,169.9191,28.28427,5068000,17,1.361313,-0.7897263,0.5715866,0.2695006,52.5,0,4,0.620472,3,859.6825,10,1,0.0,1.0,17,23.79829,608.655,1,20
11125,11126,169.5594,44.72136,5068000,17,-0.3155823,-0.1176718,-0.4332541,0.2476182,40.0,0,4,0.6745216,3,856.9543,10,1,0.0,1.0,17,23.02472,619.8904,1,20
11126,11127,176.586,40.0,5068000,17,0.4797974,-0.5309494,-0.05115208,0.224389,40.0,0,4,0.7189272,3,856.3811,10,1,0.0,1.0,17,22.01002,633.0789,1,20
11127,11128,188.4231,20.0,5068000,17,-0.368988,-0.2670006,-0.6359887,0.2512094,42.5,0,4,0.6999725,3,856.0064,10,1,0.0,1.0,17,22.07899,620.0,1,20
11128,11129,201.271,0.0,5068000,17,-0.2206421,-0.3067509,-0.527393,0.2572356,40.0,0,4,0.6541599,3,858.2968,10,1,20.0,0.0,17,21.44835,604.8668,1,20
11129,11130,208.7661,0.0,5068000,17,0.6541748,-0.749373,-0.09519818,0.2199249,43.33333,0,8,0.6049575,3,862.2838,10,1,20.0,0.0,17,18.70883,591.6061,1,20
11130,11131,215.1337,0.0,5068000,17,0.5990448,-0.5220816,0.07696324,0.1988352,38.33333,0,8,0.6139599,3,866.0219,10,1,0.0,1.0,17,17.17347,580.4691,1,20
11131,11132,220.9582,20.0,5068000,17,0.1322327,0.1804303,0.312663,0.2134678,35.0,0,8,0.6667581,3,869.897,10,1,0.0,1.0,17,20.30757,568.9725,1,20
11132,11133,216.284,40.0,5068000,17,1.324661,-0.3137596,1.010902,0.26804,45.0,0,4,0.6869836,3,875.6082,10,1,0.0,1.0,17,24.42201,559.8032,1,20
11133,11134,208.9618,60.0,5068000,17,0.9425964,-0.8221627,0.1204338,0.3001314,55.0,0,4,0.6324852,3,879.9306,10,1,20.0,0.0,17,25.09678,549.9437,1,20
11134,11135,190.4,80.0,5068000,17,3.032471,-1.412439,1.620031,0.2345927,56.66667,0,8,0.5503989,3,884.8973,10,1,0.0,1.0,17,19.66829,542.7189,1,20
11135,11136,148.2917,89.44272,5068000,17,0.7971497,-0.02567699,0.7714727,0.1837029,38.33333,0,2,0.5859005,3,882.5912,10,1,0.0,1.0,17,17.72532,534.2969,1,20
11136,11137,134.6996,80.0,5068000,17,0.6356812,-0.4313427,0.2043384,0.2060419,40.0,0,2,0.703445,3,877.9839,10,1,0.0,1.0,17,18.67259,529.0574,1,20
11137,11138,137.3956,60.0,5068000,17,0.7855225,-0.465932,0.3195905,0.2192141,32.5,0,4,0.6781563,3,873.5061,10,1,0.0,1.0,17,17.7685,517.0031,1,20
11138,11139,145.1464,40.0,5068000,17,-0.6624451,0.3880135,-0.2744316,0.1893921,22.5,0,4,0.7523421,3,868.7865,10,1,0.0,1.0,17,15.7789,484.0721,1,20
11139,11140,155.9059,20.0,5068000,17,-0.2121277,0.2362919,0.02416421,0.1423751,20.0,0,4,0.9625292,3,866.554,10,1,20.0,0.0,17,12.71562,448.0187,1,20
11140,11141,183.2063,0.0,5068000,17,-1.848679,0.6107794,-1.237899,0.1060797,7.5,0,4,1.375749,3,864.9675,10,1,40.0,0.0,17,8.407956,412.3106,1,20
11141,11142,253.7668,0.0,5068000,17,-1.225388,0.9899293,-0.2354583,0.1597742,15.0,0,8,1.784494,3,867.7825,10,1,40.0,0.0,17,13.03353,416.9887,1,20
11142,11143,264.9742,20.0,5068000,17,1.478745,-1.414835,0.06390952,0.1414651,35.0,0,16,0.8871441,13,875.096,10,1,20.0,0.0,17,13.02919,410.3837,1,20
11143,11144,271.7534,20.0,5068000,17,-1.712692,1.102138,-0.6105542,0.1225854,7.5,0,16,0.8941531,3,876.7704,10,1,0.0,1.0,17,12.51129,412.4169,1,20
11144,11145,283.1346,20.0,5068000,17,-3.191757,1.861989,-1.329768,0.2843431,30.0,0,16,0.7353134,3,882.8944,10,1,0.0,1.0,17,22.9844,412.5305,1,20
11145,11146,291.0628,20.0,5068000,17,-0.522171,0.6354746,0.1133036,0.3860529,57.5,0,16,0.5250184,3,894.8691,10,1,0.0,1.0,17,30.49061,413.521,1,20
11146,11147,290.3905,20.0,5068000,17,1.799881,-0.6318536,1.168027,0.4002767,70.0,0,16,0.4916307,3,908.9648,10,1,0.0,1.0,17,35.36395,413.0495,1,20
11147,11148,287.728,28.28427,5068000,17,3.166183,-2.591906,0.5742773,0.2603018,75.0,0,32,0.4770078,3,922.0095,10,1,0.0,1.0,17,27.03516,408.4335,1,20
11148,11149,274.9618,44.72136,5068000,17,-0.1776733,0.5738776,0.3962042,0.1469369,26.66667,0,32,0.7165601,3,925.6686,10,1,0.0,1.0,17,14.80166,404.34,1,20
11149,11150,261.1773,56.56854,5068000,17,0.983429,-0.2664654,0.7169636,0.1698158,27.5,0,16,1.414921,3,931.3929,10,0,0.0,1.0,17,15.09972,394.9322,1,20
11150,11151,254.9273,44.72136,5068000,17,0.8099518,-0.684629,0.1253227,0.1059594,26.66667,0,8,0.9611552,3,935.9873,10,0,20.0,0.0,17,10.00963,388.3531,1,20
11151,11152,216.186,28.28427,5068000,17,0.8121643,-0.2738181,0.5383462,0.04539372,10.0,0,8,1.076637,3,937.7643,10,0,28.28427,0.0,17,3.718039,380.3505,1,20
11152,11153,191.4076,20.0,5068000,17,-0.2681427,-0.002961439,-0.2711041,0.04939715,7.5,0,4,1.801647,15,937.3286,10,0,44.72136,0.0,17,3.998121,373.8481,1,22
11153,11154,221.5816,0.0,5068000,17,-0.4432983,0.1921748,-0.2511235,0.06684931,6.666667,0,8,2.405694,15,938.0048,10,0,56.56854,0.0,17,5.554132,370.0364,1,22
11154,11155,230.4876,0.0,5068000,17,0.5397491,-0.2923819,0.2473672,0.07006358,11.66667,0,8,2.307633,15,940.2306,10,0,60.0,0.0,17,6.24954,368.7818,0,22
11155,11156,232.2305,20.0,5068000,17,-0.1841583,0.1670056,-0.01715271,0.06883979,10.0,0,8,2.072165,15,941.4514,10,0,63.24555,0.0,17,6.601761,367.6955,0,22
11156,11157,230.257,20.0,5068000,17,0.3980865,-0.1731442,0.2249424,0.07667236,11.66667,0,8,2.045351,15,943.691,10,0,72.11102,0.0,17,6.65534,368.8079,0,22
11157,11158,218.5021,28.28427,5068000,17,0.1833954,-0.08149999,0.1018954,0.05998027,10.0,0,8,2.069135,15,945.0094,10,0,82.46211,0.0,17,5.693004,367.6955,0,22
11158,11159,215.1461,44.72136,5068000,17,-0.2492523,0.1457176,-0.1035347,0.06438906,8.333333,0,8,2.378009,3,945.8832,10,0,89.44272,0.0,17,5.828661,368.8944,0,20
11159,11160,217.2184,56.56854,5068000,17,0.06987,-0.05916208,0.01070791,0.07067823,10.0,0,8,2.578683,15,947.3062,10,0,100.0,0.0,17,5.95738,367.6955,0,22
11160,11161,218.1155,72.11102,5068000,17,0.1189117,-0.09105458,0.02785716,0.06048632,10.0,0,8,2.435379,15,948.6218,10,0,107.7033,0.0,17,5.653057,369.0725,0,22
11161,11162,217.9346,82.46211,5068000,17,-0.09376526,0.08837201,-0.005393242,0.06030714,8.333333,0,8,2.460519,15,949.6828,10,0,116.619,0.0,17,5.949572,367.6955,0,22
11162,11163,219.6361,89.44272,5068000,17,-0.162384,0.1013995,-0.0609845,0.07543243,8.333333,0,8,2.513153,15,950.9742,10,0,128.0625,0.0,17,6.726185,369.4324,0,22
11163,11164,226.7724,100.0,5068000,17,-0.1506348,0.1922393,0.04160456,0.0834142,11.66667,0,8,2.214874,15,952.675,10,0,141.4214,0.0,17,8.711731,367.6955,0,22
11164,11165,225.122,113.1371,5068000,17,-0.2781372,0.3492292,0.07109203,0.1131731,13.33333,0,8,1.874983,15,955.0119,10,0,156.205,0.0,17,11.15263,370.2978,0,22
11165,11166,217.334,128.0625,5068000,17,-0.2862701,0.3226567,0.03638651,0.1241251,15.0,0,8,1.657304,15,957.4535,10,0,172.0465,0.0,17,12.44616,380.5877,0,22
11166,11167,212.7483,141.4214,5068000,17,-1.197525,0.8367649,-0.3607601,0.1253428,15.0,0,8,1.501042,15,959.4075,10,0,188.6796,0.0,17,13.41909,368.2843,0,22
11167,11168,219.2776,156.205,5068000,17,-1.766876,1.128402,-0.6384739,0.157356,11.66667,0,8,1.619436,15,961.742,10,0,205.9126,0.0,17,16.87626,340.0,0,22
11168,11169,221.9712,172.0465,5068000,17,-1.115402,0.6530044,-0.4623978,0.2253003,22.5,0,16,1.444813,15,966.6687,10,0,223.6068,0.0,17,18.84849,300.0,0,22
11169,11170,215.8295,188.6796,5068000,17,0.4226379,-0.343932,0.07870595,0.1797187,28.33333,0,8,1.00605,15,971.8482,10,0,241.6609,0.0,17,15.83462,300.0,1,22
11170,11171,201.9806,184.3909,5068000,17,0.9862671,-0.3667673,0.6194997,0.1518443,25.0,0,4,0.9825047,15,975.0464,10,0,240.8319,0.0,17,12.54521,300.0,1,22
11171,11172,215.7836,169.7056,5068000,17,-0.6414337,0.1147496,-0.526684,0.1761053,27.5,0,4,1.060721,3,975.8738,10,0,220.9072,0.0,17,14.35706,300.0,1,20
11172,11173,247.1387,156.205,5068000,17,-1.179871,1.43146,0.2515892,0.3283015,40.0,0,8,0.8861411,3,981.5363,10,0,200.9975,0.0,17,27.25402,300.0,1,20
11173,11174,253.2513,141.4214,5068000,17,3.025696,-1.799804,1.225892,0.3399975,75.0,0,8,0.5140304,3,995.921,10,0,181.1077,0.0,17,29.67494,300.0,1,20
11174,11175,252.6509,126.4911,5068000,17,2.208694,-1.863099,0.3455953,0.182007,51.66667,0,8,1.813975,1,1003.703,50,0,161.2451,0.0,45,14.37503,300.0,1,25
11175,11176,46.33776,107.7033,942000,18,2.165009,-1.956308,0.2087004,0.06256478,36.66667,0,128,2.348421,1,1005.955,50,0,141.4214,0.0,45,7.603654,300.0,1,25
11176,11177,53.53367,89.44272,942000,18,0.9425964,-1.065848,-0.1232512,0.243182,50.0,0,128,7.60828,1,1001.268,50,0,121.6553,0.0,45,22.07528,274.1641,1,25
11177,11178,53.19058,72.11102,942000,18,0.4960175,-0.06993654,0.4260809,0.2868037,38.33333,0,128,0.9800747,3,994.0794,10,0,101.9804,0.0,17,23.32229,246.4911,1,20
11178,11179,54.80682,56.56854,942000,18,-1.006851,1.02497,0.01811914,0.2323353,25.0,0,1,0.5912589,3,986.4401,10,0,82.46211,0.0,17,17.48226,221.6552,1,20
11179,11180,63.77438,44.72136,942000,18,-1.271942,0.8460925,-0.4258496,0.1488552,15.0,0,1,0.6151217,15,981.257,10,0,63.24555,0.0,17,11.7295,200.0,1,22
11180,11181,79.93347,40.0,942000,18,-0.7952423,0.2671472,-0.5280951,0.1011661,12.5,0,1,0.7912723,15,977.8302,10,0,44.72136,0.0,17,9.49522,181.6552,1,22
11181,11182,84.67686,28.28427,942000,18,-0.06253052,-0.1090537,-0.1715842,0.09581318,15.0,0,1,1.060483,15,974.9994,10,0,28.28427,0.0,17,9.536559,166.4911,1,22
11182,11183,83.29944,20.0,942000,18,1.24614,-1.384293,-0.1381531,0.1908604,42.5,0,1,1.502569,15,971.7852,10,0,20.0,0.0,17,16.16516,154.1641,1,22
11183,11184,83.54707,0.0,942000,18,-3.681961,2.701599,-0.9803624,0.1148863,1.666667,0,2,0.9819556,15,962.9645,10,0,0.0,1.0,17,9.251289,144.222,1,22
11184,11185,254.0491,0.0,942000,18,0.09469604,0.3529932,0.4476893,0.08620264,7.5,0,16,1.062977,3,965.0544,10,1,0.0,1.0,17,6.408749,176.205,1,20
11185,11186,242.7997,20.0,942000,18,0.4106445,-0.2392428,0.1714018,0.08142725,15.0,0,8,7.150886,3,967.7946,10,1,0.0,1.0,17,7.23283,197.9899,1,20
11186,11187,218.6008,40.0,942000,18,0.5062714,-0.1424505,0.3638209,0.04720094,10.0,0,8,1.808118,3,969.4662,10,0,20.0,0.0,17,5.116137,229.1122,1,20
11187,11188,206.4842,56.56854,942000,18,-0.6076355,0.4758472,-0.1317883,0.06082035,5.0,0,4,2.909818,3,969.495,10,0,40.0,0.0,17,6.734862,263.2455,1,20
11188,11189,216.9135,72.11102,942000,18,-1.008667,0.7596892,-0.2489778,0.1361806,12.5,0,4,3.207592,3,970.7667,10,0,56.56854,0.0,17,11.42689,298.7952,1,20
11189,11190,222.0247,82.46211,942000,18,0.906601,-0.3234245,0.5831764,0.17354,27.5,0,4,1.855437,3,974.7997,10,0,72.11102,0.0,17,15.94156,333.2381,1,20
11190,11191,229.09,89.44272,942000,18,-1.440002,1.036144,-0.4038586,0.2212349,30.0,0,8,1.089021,3,977.8967,10,0,84.85281,0.0,17,22.02461,358.3026,1,20
11191,11192,234.6182,100.0,942000,18,-0.5449982,0.4249419,-0.1200563,0.311966,41.66667,0,8,0.7534194,3,985.5934,10,0,89.44272,0.0,17,28.56549,384.9472,1,20
11192,11193,235.6086,113.1371,942000,18,-0.7837067,0.226465,-0.5572417,0.3235002,53.33333,0,8,0.5527456,3,994.8608,10,0,82.46211,0.0,17,30.55963,414.4189,1,20
11193,11194,236.8021,128.0625,942000,18,-1.04335,0.5797142,-0.463636,0.3489245,50.0,0,8,2.058543,1,1004.571,50,0,80.0,0.0,45,31.67912,446.0523,1,25
11194,11195,230.4986,141.4214,942000,18,1.056,-0.4128365,0.6431633,0.3191926,56.66667,0,8,2.033332,1,1015.984,50,0,82.46211,0.0,45,30.74215,479.3149,1,25
11195,11196,219.6787,156.205,942000,18,-2.308426,1.616819,-0.6916073,0.3421642,41.66667,0,8,2.21772,1,1021.754,50,0,89.44272,0.0,45,30.63423,511.4658,1,25
11196,11197,220.4381,169.7056,942000,18,1.885773,-1.058213,0.8275595,0.3919509,65.0,0,4,2.822992,1,1032.217,50,0,100.0,0.0,45,30.93836,544.946,1,25
11197,11198,224.2869,184.3909,942000,18,2.598877,-2.171722,0.427155,0.3086866,76.66666,0,8,2.265813,1,1040.652,50,0,113.1371,0.0,45,24.64455,577.4633,1,25
11198,11199,216.7639,197.9899,942000,18,1.901093,-1.374329,0.5267633,0.1479445,56.66667,0,8,1.917036,1,1045.499,50,0,128.0625,0.0,45,14.51396,611.1001,1,25
11199,11200,195.1316,212.6029,942000,18,-0.8013611,0.6621473,-0.1392137,0.09942747,20.0,0,2,2.333805,1,1045.467,50,0,141.4214,0.0,45,12.98969,643.8865,1,25
11200,11201,203.8554,226.2742,942000,18,-0.914093,0.8709527,-0.04314036,0.2187732,32.5,0,4,3.876501,1,1046.305,50,0,156.205,0.0,45,22.19859,677.6385,1,25
11201,11202,216.4983,240.8319,942000,18,-2.022797,1.129741,-0.893056,0.3855038,55.0,0,4,3.346229,1,1050.345,50,0,172.0465,0.0,45,31.93941,710.6286,1,25
11202,11203,226.1979,254.5584,942000,18,1.164124,-1.112653,0.05147031,0.407866,78.33334,0,8,2.080613,1,1061.477,50,0,184.3909,0.0,45,34.06817,744.467,1,25
11203,11204,230.4695,269.0725,942000,18,1.450195,-1.291405,0.1587903,0.3276465,78.33334,0,8,1.636661,1,1071.685,50,0,197.9899,0.0,45,29.25452,777.6154,1,25
11204,11205,227.6968,282.8427,942000,18,1.702789,-0.7137787,0.9890106,0.2108261,55.0,0,8,1.688087,1,1078.804,50,0,212.6029,0.0,45,22.31387,811.5198,1,25
11208,11209,281.8097,0.0,188000,22,-3.319626,1.788753,-1.530873,0.3246905,35.0,0,16,0.6249518,15,836.0361,10,0,80.0,0.0,17,24.18727,1006.608,1,22
11209,11210,288.7901,0.0,188000,22,3.762848,-1.937268,1.82558,0.3165414,67.5,0,16,0.5834075,15,849.913,10,1,80.0,0.0,17,25.41433,995.4758,1,22
11210,11211,286.5212,20.0,188000,22,1.678329,-0.5213973,1.156932,0.2002471,48.33333,0,32,0.7308617,15,856.6899,10,1,82.46211,0.0,17,20.89014,985.1112,1,22
11211,11212,272.4404,20.0,188000,22,0.5205994,0.2670204,0.7876198,0.1971532,35.0,0,32,0.8621415,15,862.6091,10,1,80.0,0.0,17,19.8463,975.3705,1,22
11212,11213,266.526,0.0,188000,22,0.3934784,-0.2667817,0.1266967,0.1949687,32.5,0,16,0.7759784,15,869.2375,10,1,60.0,0.0,17,17.76149,949.2065,1,22
11213,11214,267.4382,0.0,188000,22,-0.0496521,0.1657267,0.1160746,0.1898461,27.5,0,16,0.7237352,15,875.0536,10,1,40.0,0.0,17,17.78161,924.3036,1,22
11214,11215,263.8009,20.0,188000,22,-0.3526154,-0.1048443,-0.4574597,0.1917304,30.0,0,16,0.7808641,15,881.5263,10,1,20.0,0.0,17,18.21204,901.0457,1,22
11215,11216,259.4843,28.28427,188000,22,-0.1722412,-0.1607552,-0.3329964,0.1728896,27.5,0,16,0.8651023,15,887.3481,10,1,0.0,1.0,17,14.70388,880.0,0,22
11216,11217,261.5635,44.72136,188000,22,0.4728241,-0.4057489,0.06707516,0.1392344,25.0,0,16,0.9911417,15,892.4725,10,0,0.0,1.0,17,11.44315,857.3811,0,22
11217,11218,267.7874,60.0,188000,22,0.6630249,-0.5006151,0.1624098,0.08392465,17.5,0,16,1.195274,15,896.0918,10,0,20.0,0.0,17,7.336906,836.3099,1,22
11218,11219,274.1917,60.0,188000,22,-0.07313538,0.1420549,0.06891952,0.06246358,7.5,0,16,1.663673,15,897.7666,10,0,40.0,0.0,17,5.840844,800.8803,0,22
11219,11220,267.0746,60.0,188000,22,-0.2077789,0.2074898,-0.000289087,0.08386648,10.0,0,16,2.285285,15,900.0029,10,0,44.72136,0.0,17,8.181561,769.1522,0,22
11220,11221,255.8678,60.0,188000,22,0.1693573,-0.1728543,-0.003496972,0.08392924,15.0,0,16,2.123096,15,903.0668,10,0,28.28427,0.0,17,7.529018,732.8408,0,22
11221,11222,241.3914,60.0,188000,22,0.1580811,-0.1174024,0.04067863,0.05792177,7.5,0,16,2.368712,15,905.0002,10,0,20.0,0.0,17,5.131771,704.6897,1,22
11222,11223,212.2554,63.24555,5068000,17,0.3556061,0.03754138,0.3931475,0.03678471,8.333333,0,2,3.060546,15,906.3143,10,0,0.0,1.0,17,4.152147,664.8308,1,22
11223,11224,157.5299,72.11102,5068000,17,1.076813,-1.001489,0.07532382,0.09185773,30.0,0,2,3.138991,3,906.3296,10,1,0.0,1.0,17,8.31372,664.9806,1,20
11224,11225,157.8361,84.85281,5068000,17,-0.5900116,-0.1187211,-0.7087327,0.1883634,22.5,0,4,1.28578,3,902.6106,10,1,0.0,1.0,17,14.48828,653.4243,1,20
11225,11226,195.0878,100.0,5068000,17,-2.828461,0.9170182,-1.911443,0.1851972,20.0,0,4,1.067537,3,900.3857,10,1,20.0,0.0,17,16.25908,650.0312,1,20
11226,11227,221.0928,116.619,5068000,17,0.3063202,-0.3807576,-0.07443743,0.2087312,33.33333,0,8,1.194614,3,906.0188,10,1,28.28427,0.0,17,18.39062,642.0598,1,20
11227,11228,226.3119,134.1641,5068000,17,-0.7527161,0.2001727,-0.5525434,0.1867772,30.0,0,8,0.8235739,3,910.0388,10,1,20.0,0.0,17,16.58913,637.7964,1,20
11228,11229,240.2934,152.3155,5068000,17,-0.608902,0.4058532,-0.2030487,0.2244041,28.33333,0,8,0.8268464,3,915.1924,10,1,20.0,0.0,17,18.3248,630.7466,1,20
11229,11230,250.8952,170.8801,5068000,17,1.225006,-0.8714979,0.3535082,0.2220844,40.0,0,8,0.7487126,3,922.9998,10,1,0.0,1.0,17,17.84649,626.1179,0,20
11230,11231,256.4515,178.8854,5068000,17,1.501633,-1.17062,0.3310129,0.1062817,33.33333,0,8,0.6803215,3,928.4414,10,0,0.0,1.0,17,9.653893,619.4966,0,20
11231,11232,262.0683,188.6796,5068000,17,-0.2875671,0.3097121,0.02214494,0.05768919,8.333333,0,8,1.00126,3,929.6391,10,0,20.0,0.0,17,5.940132,608.2762,0,20
11232,11233,259.6892,200.0,5068000,17,-0.07208252,0.1458882,0.07380571,0.08715606,10.0,0,16,2.154806,3,932.076,10,0,40.0,0.0,17,7.692582,568.8851,0,20
11233,11234,255.1004,184.3909,5068000,17,0.4546814,-0.2766562,0.1780253,0.07641006,12.5,0,16,2.064869,15,934.9802,10,0,60.0,0.0,17,6.801787,529.6757,0,22
11234,11235,252.0727,164.9242,5068000,17,0.07815552,-0.02471129,0.05344423,0.06030615,8.333333,0,8,2.041197,15,936.7248,10,0,80.0,0.0,17,5.408929,490.7967,0,22
11235,11236,258.2007,145.6022,5068000,17,0.2030792,-0.2380529,-0.03497371,0.04793736,8.333333,0,8,2.319433,15,938.4766,10,0,100.0,0.0,17,3.89703,452.6429,0,22
11236,11237,308.5549,126.4911,5068000,17,0.2354584,-0.00787749,0.2275809,0.02349782,5.0,0,8,2.445896,15,939.579,10,0,113.1371,0.0,17,1.584037,416.614,1,22
11237,11238,44.23218,107.7033,5068000,17,0.4558411,-0.1994293,0.2564117,0.0350408,6.666667,0,128,4.683591,15,939.7074,10,0,128.0625,0.0,17,2.947549,388.7818,1,22
11238,11239,69.03082,89.44272,5068000,17,0.1748352,-0.06096739,0.1138678,0.05624496,7.5,0,1,7.119995,15,938.2751,10,0,116.619,0.0,17,4.872742,377.5692,1,22
11239,11240,80.54214,72.11102,5068000,17,-0.08638,0.1571275,0.07074745,0.05237753,5.0,0,1,2.741504,15,936.3578,10,0,100.0,0.0,17,4.643719,374.5698,1,22
11240,11241,92.63026,56.56854,5068000,17,0.2346954,-0.09976827,0.1349272,0.04893939,7.5,0,1,2.645881,15,935.0009,10,0,82.46211,0.0,17,4.126922,367.052,1,22
11241,11242,102.5851,44.72136,5068000,17,0.2795105,-0.2767261,0.002784437,0.07188971,12.5,0,1,2.845545,15,933.2814,10,0,63.24555,0.0,17,5.865459,363.3154,1,22
11242,11243,105.3444,40.0,5068000,17,0.4238739,-0.54088,-0.1170061,0.1220251,22.5,0,1,2.111274,15,930.5568,10,0,44.72136,0.0,17,10.03582,356.8822,0,22
11243,11244,106.3922,44.72136,5068000,17,-1.129227,0.6022128,-0.5270138,0.121239,12.5,0,1,1.404185,3,925.6794,10,0,28.28427,0.0,17,11.06281,352.9822,0,20
11244,11245,100.5377,44.72136,5068000,17,-0.2312012,0.1698659,-0.06133523,0.07408613,10.0,0,2,1.426055,3,923.1364,10,0,20.0,0.0,17,8.711828,347.2311,1,20
11245,11246,85.66961,40.0,5068000,17,1.862015,-1.354863,0.507152,0.1490512,35.0,0,1,1.838093,3,921.0935,10,0,0.0,1.0,17,14.15723,343.4691,1,20
11246,11247,81.00854,40.0,5068000,17,-0.0395813,0.09494061,0.05535931,0.2229668,32.5,0,1,1.132614,3,913.5983,10,0,0.0,1.0,17,20.27654,338.3985,1,20
11247,11248,79.44122,40.0,5068000,17,0.2610321,0.2536149,0.514647,0.2012807,30.0,0,1,0.7554706,3,906.6385,10,1,0.0,1.0,17,19.07424,335.0904,1,20
11248,11249,81.81377,40.0,5068000,17,0.8373566,-0.308385,0.5289716,0.2041488,35.0,0,1,0.736774,3,900.6218,10,1,0.0,0.0,17,18.61571,333.2917,1,20
11249,11250,83.82363,40.0,5068000,17,0.5082397,0.2319998,0.7402396,0.2086988,30.0,0,1,0.7212029,3,893.3554,10,1,0.0,0.0,17,18.51974,332.9017,1,20
11250,11251,84.16665,40.0,5068000,17,0.1547394,0.5610626,0.715802,0.1618668,21.66667,0,2,0.7135416,3,887.0181,10,1,0.0,1.0,17,14.77526,333.9751,1,20
11251,11252,83.72469,28.28427,5068000,17,1.597809,-0.6295048,0.968304,0.1662232,41.66667,0,128,0.8510054,3,883.0035,10,1,20.0,0.0,17,17.28085,336.7439,1,20
11252,11253,83.57345,20.0,5068000,17,1.678268,0.2903781,1.968647,0.1872834,25.0,0,1,0.8315044,15,876.3588,10,1,40.0,0.0,17,16.05379,341.6609,1,22
11253,11254,93.89051,0.0,5068000,17,0.1843872,0.1421703,0.3265575,0.1499576,20.0,0,1,0.8864881,15,871.1017,10,1,20.0,0.0,17,9.648986,342.4621,1,22
11254,11255,104.6747,0.0,5068000,17,-0.1601105,0.1085323,-0.05157813,0.1271443,17.5,0,1,1.303211,15,866.9651,10,1,0.0,1.0,17,9.745102,341.8133,1,22
11255,11256,105.7181,0.0,5068000,17,-0.7157593,0.3178789,-0.3978804,0.1037576,12.5,0,1,1.592121,15,863.2371,10,1,0.0,1.0,17,9.30314,342.0427,1,22
11256,11257,99.64905,0.0,5068000,17,0.383316,-0.5649847,-0.1816687,0.1215497,25.0,0,1,1.795928,15,860.6039,10,1,20.0,0.0,17,11.90221,344.512,1,22
